UF,COD,MUN,OPERACOES_CREDITO
SP,3513207,Cristais Paulista,9226.2799719264
SP,3513306,Cruzália,4411.6050952573
SP,3513405,Cruzeiro,231742.715916363
SP,3513504,Cubatão,460230.241263376
SP,3513603,Cunha,51230.7801486525
SP,3513702,Descalvado,138290.193821792
SP,3513801,Diadema,1040027.88686388
SP,3513850,Dirce Reis,
SP,3513900,Divinolândia,66777.7008020445
SP,3514007,Dobrada,
SP,3514106,Dois Córregos,118293.04066363
SP,3514205,Dolcinópolis,1587.5714796961
SP,3514304,Dourado,5268.5084352812
SP,3514403,Dracena,285461.386248376
SP,3514502,Duartina,83576.2463940363
SP,3514601,Dumont,
SP,3514700,Echaporã,11072.7221258331
SP,3514809,Eldorado,8183.5311182523
SP,3514908,Elias Fausto,43392.9058032407
SP,3514924,Elisiário,
SP,3514957,Embaúba,489.9731396329
SP,3515004,Embu,303814.650070347
SP,3515103,Embu-Guaçu,129708.323996604
SP,3515129,Emilianópolis,
SP,3515152,Engenheiro Coelho,23503.6699721289
SP,3515186,Espírito Santo do Pinhal,165665.410152816
SP,3515194,Espírito Santo do Turvo,752.0540139203
SP,3515202,Estrela d'Oeste,101265.35451669
SP,3515301,Estrela do Norte,
SP,3515350,Euclides da Cunha Paulista,
SP,3515400,Fartura,106502.532326797
SP,3515509,Fernandópolis,396773.936320914
SP,3515608,Fernando Prestes,17991.1425774266
SP,3515657,Fernão,
SP,3515707,Ferraz de Vasconcelos,225245.009751906
SP,3515806,Flora Rica,
SP,3515905,Floreal,
SP,3516002,Flórida Paulista,28881.9775758838
SP,3516101,Florínia,1966.9828259768
SP,3516200,Franca,2927567.66795751
SP,3516309,Francisco Morato,246333.84532874
SP,3516408,Franco da Rocha,385562.519725629
SP,3516507,Gabriel Monteiro,3798.1068519441
SP,3516606,Gália,3439.760228643
SP,3516705,Garça,196492.189240366
SP,3516804,Gastão Vidigal,712.8980611767
SP,3516853,Gavião Peixoto,
SP,3516903,General Salgado,86964.7296159996
SP,3517000,Getulina,17242.7310489417
SP,3517109,Glicério,
SP,3517208,Guaiçara,4223.1663069913
SP,3517307,Guaimbê,3376.0292032924
SP,3517406,Guaíra,354811.777357468
SP,3517505,Guapiaçu,68915.139257863
SP,3517604,Guapiara,10687.7790145842
SP,3517703,Guará,77152.247070897
SP,3517802,Guaraçaí,21898.2365314217
SP,3517901,Guaraci,7206.0617290826
SP,3518008,Guarani d'Oeste,
SP,3518107,Guarantã,
SP,3518206,Guararapes,135414.518294703
SP,3518305,Guararema,43353.2654983797
SP,3518404,Guaratinguetá,501852.02057312
SP,3518503,Guareí,1069.5776731254
SP,3518602,Guariba,109422.692554991
SP,3518701,Guarujá,757795.401847037
SP,3518800,Guarulhos,4758131.00012558
SP,3518859,Guatapará,
SP,3518909,Guzolândia,
SP,3519006,Herculândia,21265.1073699063
SP,3519055,Holambra,177812.247635432
SP,3519071,Hortolândia,1022668.82248701
SP,3519105,Iacanga,14646.4129342677
SP,3519204,Iacri,1592.3493705016
SP,3519253,Iaras,17097.0521957054
SP,3519303,Ibaté,85132.9545367797
SP,3519402,Ibirá,7547.5255964663
SP,3519501,Ibirarema,27994.5740536112
SP,3519600,Ibitinga,291950.730228852
SP,3519709,Ibiúna,179612.517075163
SP,3519808,Icém,25703.648480883
SP,3519907,Iepê,29399.119937811
SP,3520004,Igaraçu do Tietê,57348.1850190363
SP,3520103,Igarapava,113593.077169727
SP,3520202,Igaratá,
SP,3520301,Iguape,75800.2973637779
SP,3520400,Ilhabela,165915.927831297
SP,3520426,Ilha Comprida,256.6138646158
SP,3520442,Ilha Solteira,155468.553730525
SP,3520509,Indaiatuba,7411391.2447306
SP,3520608,Indiana,856.0908360654
SP,3520707,Indiaporã,37649.554653413
SP,3520806,Inúbia Paulista,
SP,3520905,Ipaussu,72904.8447815344
SP,3521002,Iperó,26823.8494822207
SP,3521101,Ipeúna,5666.5421797725
SP,3521150,Ipiguá,
SP,3521200,Iporanga,
SP,3521309,Ipuã,34719.997031563
SP,3521408,Iracemápolis,67719.9538107062
SP,3521507,Irapuã,16174.7530066574
SP,3521606,Irapuru,5045.9142907931
SP,3521705,Itaberá,63588.6372040199
SP,3521804,Itaí,98329.8000293295
SP,3521903,Itajobi,57074.0180936757
SP,3522000,Itaju,
SP,3522109,Itanhaém,313807.279662996
SP,3522158,Itaóca,
SP,3522208,Itapecerica da Serra,309976.263556754
SP,3522307,Itapetininga,1007410.22172911
SP,3522406,Itapeva,408553.908795972
SP,3522505,Itapevi,291158.371730744
SP,3522604,Itapira,326718.369657303
SP,3522653,Itapirapuã Paulista,
SP,3522703,Itápolis,304653.07846172
SP,3522802,Itaporanga,65722.2704110898
SP,3522901,Itapuí,7800.3718404112
SP,3523008,Itapura,
SP,3523107,Itaquaquecetuba,369762.476305674
SP,3523206,Itararé,156027.312746468
SP,3523305,Itariri,14469.6878541191
SP,3523404,Itatiba,480833.921844675
SP,3523503,Itatinga,49278.3392621271
SP,3523602,Itirapina,48141.1798111805
SP,3523701,Itirapuã,
SP,3523800,Itobi,1396.4444715484
SP,3523909,Itu,968502.504914896
SP,3524006,Itupeva,239928.969382288
SP,3524105,Ituverava,222979.302866929
SP,3524204,Jaborandi,8262.8817337002
SP,3524303,Jaboticabal,457731.697958648
SP,3524402,Jacareí,967874.334346466
SP,3524501,Jaci,
SP,3524600,Jacupiranga,76250.5103137439
SP,3524709,Jaguariúna,263202.123624487
SP,3524808,Jales,374212.603801854
SP,3524907,Jambeiro,
SP,3525003,Jandira,183273.561466144
SP,3525102,Jardinópolis,153952.192075404
SP,3525201,Jarinu,88861.6984027095
SP,3525300,Jaú,720545.296803926
SP,3525409,Jeriquara,
SP,3525508,Joanópolis,17606.4545495421
SP,3525607,João Ramalho,
SP,3525706,José Bonifácio,239037.819241063
SP,3525805,Júlio Mesquita,
SP,3525854,Jumirim,
SP,3525904,Jundiaí,3126054.25207851
SP,3526001,Junqueirópolis,95439.8538349786
SP,3526100,Juquiá,32355.5129421489
SP,3526209,Juquitiba,36471.7599412235
SP,3526308,Lagoinha,
SP,3526407,Laranjal Paulista,158905.671680544
SP,3526506,Lavínia,546.2494302268
SP,3526605,Lavrinhas,
SP,3526704,Leme,411691.464805956
SP,3526803,Lençóis Paulista,261206.440638493
SP,3526902,Limeira,1619718.91768139
SP,3527009,Lindóia,4708.4206231501
SP,3527108,Lins,454119.525877655
SP,3527207,Lorena,261941.080728049
SP,3527256,Lourdes,
SP,3527306,Louveira,138302.897235862
SP,3527405,Lucélia,95881.3108187543
SP,3527504,Lucianópolis,
SP,3527603,Luís Antônio,41085.7756550664
SP,3527702,Luiziânia,6980.675668731
SP,3527801,Lupércio,
SP,3527900,Lutécia,
SP,3528007,Macatuba,63154.7281501237
SP,3528106,Macaubal,42928.7722146423
SP,3528205,Macedônia,
SP,3528304,Magda,4254.9047155202
SP,3528403,Mairinque,129003.279265286
SP,3528502,Mairiporã,188267.267674101
SP,3528601,Manduri,13736.1910455771
SP,3528700,Marabá Paulista,
SP,3528809,Maracaí,86031.2618884261
SP,3528858,Marapoama,
SP,3528908,Mariápolis,
SP,3529005,Marília,2080222.30028624
SP,3529104,Marinópolis,
SP,3529203,Martinópolis,94071.1434444269
SP,3529302,Matão,311833.370207959
SP,3529401,Mauá,1329650.83044247
SP,3529500,Mendonça,1708.3755483107
SP,3529609,Meridiano,
SP,3529658,Mesópolis,
SP,3529708,Miguelópolis,98069.8613302604
SP,3529807,Mineiros do Tietê,10876.2939340774
SP,3529906,Miracatu,35298.743994911
SP,3530003,Mira Estrela,
SP,3530102,Mirandópolis,142785.115794415
SP,3530201,Mirante do Paranapanema,27678.3560011977
SP,3530300,Mirassol,342511.830351327
SP,3530409,Mirassolândia,1452.7229498212
SP,3530508,Mococa,385982.372942334
SP,3530607,Moji das Cruzes,1689997.11436742
SP,3530706,Mogi Guaçu,840788.655430439
SP,3530805,Moji-Mirim,481879.629752884
SP,3530904,Mombuca,1156.0763107426
SP,3531001,Monções,2031.0700054589
SP,3531100,Mongaguá,289267.157414719
SP,3531209,Monte Alegre do Sul,5062.5765286734
SP,3531308,Monte Alto,276432.57274063
SP,3531407,Monte Aprazível,170195.629012533
SP,3531506,Monte Azul Paulista,177586.290590877
SP,3531605,Monte Castelo,3580.0565166148
SP,3531704,Monteiro Lobato,7341.3294182425
SP,3531803,Monte Mor,205322.117792906
SP,3531902,Morro Agudo,208870.225883814
SP,3532009,Morungaba,29688.3332813865
SP,3532058,Motuca,
SP,3532108,Murutinga do Sul,2489.572946001
SP,3532157,Nantes,
SP,3532207,Narandiba,5119.7891458537
SP,3532306,Natividade da Serra,
SP,3532405,Nazaré Paulista,17288.0934468387
SP,3532504,Neves Paulista,14332.3331192503
SP,3532603,Nhandeara,78577.4932107649
SP,3532702,Nipoã,
SP,3532801,Nova Aliança,12601.7438789806
SP,3532827,Nova Campina,
SP,3532843,Nova Canaã Paulista,
SP,3532868,Nova Castilho,
SP,3532900,Nova Europa,661.8761378614
SP,3533007,Nova Granada,124526.529466547
SP,3533106,Nova Guataporanga,
SP,3533205,Nova Independência,
SP,3533254,Novais,
SP,3533304,Nova Luzitânia,5816.9704839881
SP,3533403,Nova Odessa,295652.575269604
SP,3533502,Novo Horizonte,296377.272358377
SP,3533601,Nuporanga,35041.7293475133
SP,3533700,Ocauçu,18449.2565486531
SP,3533809,Óleo,
SP,3533908,Olímpia,381165.492447758
SP,3534005,Onda Verde,1916.2085479175
SP,3534104,Oriente,1458.3334712313
SP,3534203,Orindiúva,9028.2582748306
SP,3534302,Orlândia,379665.635080098
SP,3534401,Osasco,243030386.952783
SP,3534500,Oscar Bressane,6065.4746227725
SP,3534609,Osvaldo Cruz,200119.722765341
SP,3534708,Ourinhos,660098.87886632
SP,3534757,Ouroeste,53804.1788261415
SP,3534807,Ouro Verde,1476.5826514148
SP,3534906,Pacaembu,43366.4055731663
SP,3535002,Palestina,56974.1785523453
SP,3535101,Palmares Paulista,2724.0978163574
SP,3535200,Palmeira d'Oeste,100998.794151005
SP,3535309,Palmital,116003.660904841
SP,3535408,Panorama,68384.6218644311
SP,3535507,Paraguaçu Paulista,183490.126367473
SP,3535606,Paraibuna,61193.6030532772
SP,3535705,Paraíso,21036.4332281076
SP,3535804,Paranapanema,335887.520581385
SP,3535903,Paranapuã,2260.8169850099
SP,3536000,Parapuã,34996.1967481948
SP,3536109,Pardinho,4956.418095492
SP,3536208,Pariquera-Açu,44180.3814019536
SP,3536257,Parisi,
SP,3536307,Patrocínio Paulista,9472.9018317507
SP,3536406,Paulicéia,4137.2740939763
SP,3536505,Paulínia,583443.185035772
SP,3536570,Paulistânia,
SP,3536604,Paulo de Faria,33760.4044796213
SP,3536703,Pederneiras,169207.795275616
SP,3536802,Pedra Bela,1408.3301312305
SP,3536901,Pedranópolis,
SP,3537008,Pedregulho,127695.217897994
SP,3537107,Pedreira,165137.108003079
SP,3537156,Pedrinhas Paulista,13079.476954943
SP,3537206,Pedro de Toledo,
SP,3537305,Penápolis,334862.172526001
SP,3537404,Pereira Barreto,159743.363699186
SP,3537503,Pereiras,
SP,3537602,Peruíbe,265730.018142484
SP,3537701,Piacatu,26674.5482701952
SP,3537800,Piedade,129806.748984731
SP,3537909,Pilar do Sul,52541.8705762051
SP,3538006,Pindamonhangaba,794643.569888892
SP,3538105,Pindorama,50873.1388330417
SP,3538204,Pinhalzinho,24728.4967187826
SP,3538303,Piquerobi,
SP,3538501,Piquete,37882.5048324682
SP,3538600,Piracaia,67505.047170014
SP,3538709,Piracicaba,4219362.19102283
SP,3538808,Piraju,206245.449128878
SP,3538907,Pirajuí,121333.10013643
SP,3539004,Pirangi,29156.710672554
SP,3539103,Pirapora do Bom Jesus,21681.1072089263
SP,3539202,Pirapozinho,131359.160963572
SP,3539301,Pirassununga,420591.50846853
SP,3539400,Piratininga,20388.5963010771
SP,3539509,Pitangueiras,103694.671346569
SP,3539608,Planalto,
SP,3539707,Platina,
SP,3539806,Poá,265270.566186817
SP,3539905,Poloni,8110.6700336126
SP,3540002,Pompéia,139811.896913812
SP,3540101,Pongaí,14519.1302732396
SP,3540200,Pontal,119499.63179371
SP,3540259,Pontalinda,
SP,3540309,Pontes Gestal,
SP,3540408,Populina,4542.4440471706
SP,3540507,Porangaba,6279.4821274202
SP,3540606,Porto Feliz,217801.040563289
SP,3540705,Porto Ferreira,196654.811229459
SP,3540754,Potim,17739.7454520116
SP,3540804,Potirendaba,85014.0607494158
SP,3540853,Pracinha,
SP,3540903,Pradópolis,57208.979507784
SP,3541000,Praia Grande,1076887.58441129
SP,3541059,Pratânia,784.7366246798
SP,3541109,Presidente Alves,4946.4694067435
SP,3541208,Presidente Bernardes,43537.0322795011
SP,3541307,Presidente Epitácio,169960.075933075
SP,3541406,Presidente Prudente,2613163.23901345
SP,3541505,Presidente Venceslau,192693.264196498
SP,3541604,Promissão,120679.297408929
SP,3541653,Quadra,
SP,3541703,Quatá,49644.7435445008
SP,3541802,Queiroz,1824.102014105
SP,3541901,Queluz,3200.7269895265
SP,3542008,Quintana,
SP,3542107,Rafard,4041.1916724578
SP,3542206,Rancharia,163121.886418935
SP,3542305,Redenção da Serra,11602.0511720647
SP,3542404,Regente Feijó,87520.0404123968
SP,3542503,Reginópolis,12912.6690609662
SP,3542602,Registro,231715.631576012
SP,3542701,Restinga,773.6691569212
SP,3542800,Ribeira,
SP,3542909,Ribeirão Bonito,40973.6894870287
SP,3543006,Ribeirão Branco,
SP,3543105,Ribeirão Corrente,
SP,3543204,Ribeirão do Sul,1743.2860913029
SP,3543238,Ribeirão dos Índios,
SP,3543253,Ribeirão Grande,
SP,3543303,Ribeirão Pires,250396.258799525
SP,3543402,Ribeirão Preto,12089925.0022979
SP,3543501,Riversul,
SP,3543600,Rifaina,2622.9999221005
SP,3543709,Rincão,14037.8076536721
SP,3543808,Rinópolis,30140.621901131
SP,3543907,Rio Claro,1064771.99354698
SP,3544004,Rio das Pedras,88972.7852390074
SP,3544103,Rio Grande da Serra,8806.3808139634
SP,3544202,Riolândia,5802.5956832077
SP,3544251,Rosana,59057.1223632988
SP,3544301,Roseira,8379.711664752
SP,3544400,Rubiácea,
SP,3544509,Rubinéia,
SP,3544608,Sabino,11766.7015770706
SP,3544707,Sagres,
SP,3544806,Sales,4685.6516982761
SP,3544905,Sales Oliveira,36176.4727258383
SP,3545001,Salesópolis,23887.3367914841
SP,3545100,Salmourão,
SP,3545159,Saltinho,
SP,3545209,Salto,630854.412078293
SP,3545308,Salto de Pirapora,85268.2401649069
SP,3545407,Salto Grande,11182.7965043174
SP,3545506,Sandovalina,
SP,3545605,Santa Adélia,62917.6143805094
SP,3545704,Santa Albertina,4634.1506732729
SP,3545803,Santa Bárbara d'Oeste,687115.012201312
SP,3546009,Santa Branca,4975.731362712
SP,3546108,Santa Clara d'Oeste,
SP,3546207,Santa Cruz da Conceição,5554.0871690654
SP,3546256,Santa Cruz da Esperança,
SP,3546306,Santa Cruz das Palmeiras,106808.376843212
SP,3546405,Santa Cruz do Rio Pardo,327158.662795883
SP,3546504,Santa Ernestina,22100.1146689533
SP,3546603,Santa Fé do Sul,326333.825141157
SP,3546702,Santa Gertrudes,86561.8252231157
SP,3546801,Santa Isabel,148711.083881313
SP,3546900,Santa Lúcia,7392.0879450134
SP,3547007,Santa Maria da Serra,2811.7410475961
SP,3547106,Santa Mercedes,
SP,3547205,Santana da Ponte Pensa,490.1621550933
SP,3547304,Santana de Parnaíba,248290.493996939
SP,3547403,Santa Rita d'Oeste,2983.1439424189
SP,3547502,Santa Rita do Passa Quatro,100714.898617397
SP,3547601,Santa Rosa de Viterbo,105176.388480456
SP,3547650,Santa Salete,
SP,3547700,Santo Anastácio,102998.739610645
SP,3547809,Santo André,3045985.67759292
SP,3547908,Santo Antônio da Alegria,
SP,3548005,Santo Antônio de Posse,71065.1695561256
SP,3548054,Santo Antônio do Aracanguá,
SP,3548104,Santo Antônio do Jardim,1939.3594415345
SP,3548203,Santo Antônio do Pinhal,8374.5194275552
SP,3548302,Santo Expedito,3129.2966469137
SP,3548401,Santópolis do Aguapeí,3047.4945184454
SP,3548500,Santos,3496456.86730656
SP,3548609,São Bento do Sapucaí,26003.6348306317
SP,3548708,São Bernardo do Campo,10638080.5315815
SP,3548807,São Caetano do Sul,1212591.87215755
SP,3548906,São Carlos,1572965.2434856
SP,3549003,São Francisco,
SP,3549102,São João da Boa Vista,530681.343342128
SP,3549201,São João das Duas Pontes,
SP,3549250,São João de Iracema,
SP,3549300,São João do Pau d'Alho,
SP,3549409,São Joaquim da Barra,185604.296232548
SP,3549508,São José da Bela Vista,9703.3370550963
SP,3549607,São José do Barreiro,
SP,3549706,São José do Rio Pardo,206603.465850195
SP,3549805,São José do Rio Preto,5138626.73904115
SP,3549904,São José dos Campos,4078896.35180759
SP,3549953,São Lourenço da Serra,18941.4659336987
SP,3550001,São Luís do Paraitinga,28281.6802248316
SP,3550100,São Manuel,154952.912991422
SP,3550209,São Miguel Arcanjo,115256.020751951
SP,3550308,São Paulo,759262608.387412
SP,3550407,São Pedro,141893.533367831
SP,3550506,São Pedro do Turvo,4552.5716880565
SP,3550605,São Roque,235681.25294223
SP,3550704,São Sebastião,202431.426037572
SP,3550803,São Sebastião da Grama,71356.1684832522
SP,3550902,São Simão,52740.1399185569
SP,3551009,São Vicente,812846.061941054
SP,3551108,Sarapuí,
SP,3551207,Sarutaiá,
SP,3551306,Sebastianópolis do Sul,8459.5247555279
SP,3551405,Serra Azul,11899.2801712772
SP,3551504,Serrana,107653.241386027
SP,3551603,Serra Negra,90839.6423752483
SP,3551702,Sertãozinho,825276.775705703
SP,3551801,Sete Barras,13242.1545110807
SP,3551900,Severínia,13601.9467526255
SP,3552007,Silveiras,986.196477998
SP,3552106,Socorro,146785.220668697
SP,3552205,Sorocaba,5187703.57032102
SP,3552304,Sud Mennucci,19067.2946633031
SP,3552403,Sumaré,974278.432791822
SP,3552502,Suzano,976849.649478336
SP,3552551,Suzanápolis,
SP,3552601,Tabapuã,20144.1761213383
SP,3552700,Tabatinga,20964.2433233668
SP,3552809,Taboão da Serra,631401.762786099
SP,3552908,Taciba,8620.8148856816
SP,3553005,Taguaí,4443.1671768636
SP,3553104,Taiaçu,3014.6045157224
SP,3553203,Taiúva,
SP,3553302,Tambaú,105980.530254872
SP,3553401,Tanabi,128102.945685406
SP,3553500,Tapiraí,2103.1850915799
SP,3553609,Tapiratiba,40582.4130452478
SP,3553658,Taquaral,
SP,3553708,Taquaritinga,250355.362329417
SP,3553807,Taquarituba,210075.126813144
SP,3553856,Taquarivaí,
SP,3553906,Tarabai,14885.2199673817
SP,3553955,Tarumã,2565.7925553497
SP,3554003,Tatuí,686058.248638811
SP,3554102,Taubaté,1446482.5952067
SP,3554201,Tejupá,
SP,3554300,Teodoro Sampaio,85482.4502486245
SP,3554409,Terra Roxa,7464.3719199486
SP,3554508,Tietê,206391.677089528
SP,3554607,Timburi,
SP,3554656,Torre de Pedra,
SP,3554706,Torrinha,20825.2963957652
SP,3554755,Trabiju,
SP,3554805,Tremembé,81573.2377463436
SP,3554904,Três Fronteiras,
SP,3554953,Tuiuti,
SP,3555000,Tupã,333442.897874569
SP,3555109,Tupi Paulista,47707.5407168656
SP,3555208,Turiúba,
SP,3555307,Turmalina,
SP,3555356,Ubarana,
SP,3555406,Ubatuba,192775.824136951
SP,3555505,Ubirajara,17130.549935638
SP,3555604,Uchoa,14555.0086453949
SP,3555703,União Paulista,8430.7414637114
SP,3555802,Urânia,39249.3040666977
SP,3555901,Uru,
SP,3556008,Urupês,100203.546604089
SP,3556107,Valentim Gentil,81930.2713247448
SP,3556206,Valinhos,675711.984683297
SP,3556305,Valparaíso,67891.5024049464
SP,3556354,Vargem,
SP,3556404,Vargem Grande do Sul,232391.591553354
SP,3556453,Vargem Grande Paulista,228496.292251597
SP,3556503,Várzea Paulista,226218.336114698
SP,3556602,Vera Cruz,20115.2834455748
SP,3556701,Vinhedo,396713.765524271
SP,3556800,Viradouro,34874.9568939354
SP,3556909,Vista Alegre do Alto,21307.9543745578
SP,3556958,Vitória Brasil,
SP,3557006,Votorantim,471846.60816889
SP,3557105,Votuporanga,684739.870615172
SP,3557154,Zacarias,
SP,3557204,Chavantes,34607.7305987806
SP,3557303,Estiva Gerbi,5152.2280491792
SP,3599919,Santo Amaro,
TO,1700251,Abreulândia,
TO,1700301,Aguiarnópolis,
TO,1700350,Aliança do Tocantins,
TO,1700400,Almas,
TO,1700707,Alvorada,68130.9189254132
TO,1701002,Ananás,21471.2882343775
TO,1701051,Angico,
TO,1701101,Aparecida do Rio Negro,
TO,1701309,Aragominas,
TO,1701903,Araguacema,
TO,1702000,Araguaçu,249320.469868353
TO,1702109,Araguaína,1227509.57215663
TO,1702158,Araguanã,
TO,1702208,Araguatins,176262.03077364
TO,1702307,Arapoema,
TO,1702406,Arraias,96862.3426243102
TO,1702554,Augustinópolis,137206.742763899
TO,1702703,Aurora do Tocantins,
TO,1702901,Axixá do Tocantins,
TO,1703008,Babaçulândia,
TO,1703057,Bandeirantes do Tocantins,
TO,1703073,Barra do Ouro,
TO,1703107,Barrolândia,
TO,1703206,Bernardo Sayão,
TO,1703305,Bom Jesus do Tocantins,
TO,1703602,Brasilândia do Tocantins,
TO,1703701,Brejinho de Nazaré,
TO,1703800,Buriti do Tocantins,
TO,1703826,Cachoeirinha,
TO,1703842,Campos Lindos,
TO,1703867,Cariri do Tocantins,
TO,1703883,Carmolândia,
TO,1703891,Carrasco Bonito,
TO,1703909,Caseara,
TO,1704105,Centenário,
TO,1704600,Chapada de Areia,
TO,1705102,Chapada da Natividade,
TO,1705508,Colinas do Tocantins,300744.724404656
TO,1705557,Combinado,
TO,1705607,Conceição do Tocantins,
TO,1706001,Couto de Magalhães,
TO,1706100,Cristalândia,
TO,1706258,Crixás do Tocantins,
TO,1706506,Darcinópolis,
TO,1707009,Dianópolis,197465.69411776
TO,1707108,Divinópolis do Tocantins,
TO,1707207,Dois Irmãos do Tocantins,
TO,1707306,Dueré,
TO,1707405,Esperantina,
TO,1707553,Fátima,
TO,1707652,Figueirópolis,
TO,1707702,Filadélfia,45264.1444228631
TO,1708205,Formoso do Araguaia,43243.8697379027
TO,1708254,Fortaleza do Tabocão,
TO,1708304,Goianorte,
TO,1709005,Goiatins,
TO,1709302,Guaraí,339964.090960128
TO,1709500,Gurupi,798621.933609866
TO,1709807,Ipueiras,
TO,1710508,Itacajá,
TO,1710706,Itaguatins,
TO,1710904,Itapiratins,
TO,1711100,Itaporã do Tocantins,
TO,1711506,Jaú do Tocantins,
TO,1711803,Juarina,
TO,1711902,Lagoa da Confusão,78817.9125632578
TO,1711951,Lagoa do Tocantins,
TO,1712009,Lajeado,
TO,1712157,Lavandeira,
TO,1712405,Lizarda,
TO,1712454,Luzinópolis,
