UF,COD,MUNICIPIO,RECEITA_IPTU
SP,3513306,Cruzália,345115.14
SP,3513405,Cruzeiro,19461995.66
SP,3513504,Cubatão,124513476.68
SP,3513603,Cunha,997993.33
SP,3513702,Descalvado,7081587
SP,3513801,Diadema,212333539.83
SP,3513850,Dirce Reis,81819.26
SP,3513900,Divinolândia,2009431.95
SP,3514007,Dobrada,1470595.29
SP,3514106,Dois Córregos,5680143.41
SP,3514205,Dolcinópolis,128240.48
SP,3514304,Dourado,1366111.25
SP,3514403,Dracena,18150719.23
SP,3514502,Duartina,2335999.17
SP,3514601,Dumont,1374742.18
SP,3514700,Echaporã,983959.42
SP,3514809,Eldorado,936765.09
SP,3514908,Elias Fausto,4217317.36
SP,3514924,Elisiário,819161.01
SP,3514957,Embaúba,296335.71
SP,3515004,Embu,70716496.32
SP,3515103,Embu-Guaçu,13715764.04
SP,3515129,Emilianópolis,438991.81
SP,3515152,Engenheiro Coelho,5858481.61
SP,3515186,Espírito Santo do Pinhal,14202904.13
SP,3515194,Espírito Santo do Turvo,354554.75
SP,3515202,Estrela d'Oeste,1290967.72
SP,3515301,Estrela do Norte,271741.71
SP,3515350,Euclides da Cunha Paulista,917903.84
SP,3515400,Fartura,2783419.52
SP,3515509,Fernandópolis,27332153.36
SP,3515608,Fernando Prestes,588630.38
SP,3515657,Fernão,109630.57
SP,3515707,Ferraz de Vasconcelos,38165498.17
SP,3515806,Flora Rica,289643.81
SP,3515905,Floreal,297877.9
SP,3516002,Flórida Paulista,1198313.25
SP,3516101,Florínia,338634.37
SP,3516200,Franca,137331665.58
SP,3516309,Francisco Morato,26866938.8
SP,3516408,Franco da Rocha,33560979.85
SP,3516507,Gabriel Monteiro,357424.98
SP,3516606,Gália,950166.89
SP,3516705,Garça,11324767.29
SP,3516804,Gastão Vidigal,178253.76
SP,3516853,Gavião Peixoto,
SP,3516903,General Salgado,1430561.18
SP,3517000,Getulina,663523.38
SP,3517109,Glicério,798040.12
SP,3517208,Guaiçara,1736960.31
SP,3517307,Guaimbê,313553.1
SP,3517406,Guaíra,9603862.76
SP,3517505,Guapiaçu,3840792.28
SP,3517604,Guapiara,777006.11
SP,3517703,Guará,2390361.78
SP,3517802,Guaraçaí,
SP,3517901,Guaraci,1493395.22
SP,3518008,Guarani d'Oeste,166887.86
SP,3518107,Guarantã,298654.79
SP,3518206,Guararapes,8621684.05
SP,3518305,Guararema,16347892.66
SP,3518404,Guaratinguetá,41398110.96
SP,3518503,Guareí,1911916.21
SP,3518602,Guariba,9437867.4
SP,3518701,Guarujá,541951194.76
SP,3518800,Guarulhos,622615146.48
SP,3518859,Guatapará,
SP,3518909,Guzolândia,263922.69
SP,3519006,Herculândia,820664.7
SP,3519055,Holambra,8690847.5
SP,3519071,Hortolândia,64747992.75
SP,3519105,Iacanga,2462658.57
SP,3519204,Iacri,764603.91
SP,3519253,Iaras,374145.25
SP,3519303,Ibaté,5890237.68
SP,3519402,Ibirá,2414599.14
SP,3519501,Ibirarema,1537989.57
SP,3519600,Ibitinga,12805571.4
SP,3519709,Ibiúna,38502093.43
SP,3519808,Icém,970957.02
SP,3519907,Iepê,706536.03
SP,3520004,Igaraçu do Tietê,4792376.3
SP,3520103,Igarapava,1490731.98
SP,3520202,Igaratá,5136695.77
SP,3520301,Iguape,6024032.01
SP,3520400,Ilhabela,49007482.35
SP,3520426,Ilha Comprida,27057681.62
SP,3520442,Ilha Solteira,3218196.14
SP,3520509,Indaiatuba,174359116.41
SP,3520608,Indiana,595272.66
SP,3520707,Indiaporã,56081.63
SP,3520806,Inúbia Paulista,631054.8
SP,3520905,Ipaussu,1065158.24
SP,3521002,Iperó,6736893.29
SP,3521101,Ipeúna,4127650.82
SP,3521150,Ipiguá,1385766.13
SP,3521200,Iporanga,128489.67
SP,3521309,Ipuã,4751780.45
SP,3521408,Iracemápolis,10103276.14
SP,3521507,Irapuã,692431.41
SP,3521606,Irapuru,975753.88
SP,3521705,Itaberá,1567324.14
SP,3521804,Itaí,10780353.2
SP,3521903,Itajobi,5450034.14
SP,3522000,Itaju,660023.88
SP,3522109,Itanhaém,102658164.17
SP,3522158,Itaóca,
SP,3522208,Itapecerica da Serra,44391114.64
SP,3522307,Itapetininga,22855647.96
SP,3522406,Itapeva,16339986.51
SP,3522505,Itapevi,46713713.14
SP,3522604,Itapira,28109635.31
SP,3522653,Itapirapuã Paulista,119841.68
SP,3522703,Itápolis,10223323.04
SP,3522802,Itaporanga,1465085.42
SP,3522901,Itapuí,2119067.72
SP,3523008,Itapura,297887.61
SP,3523107,Itaquaquecetuba,75670489.67
SP,3523206,Itararé,7860456.12
SP,3523305,Itariri,3792688.29
SP,3523404,Itatiba,74837481.16
SP,3523503,Itatinga,2627781.36
SP,3523602,Itirapina,5979742.79
SP,3523701,Itirapuã,315840.73
SP,3523800,Itobi,890260.87
SP,3523909,Itu,112209520.24
SP,3524006,Itupeva,57273816.32
SP,3524105,Ituverava,11584703.91
SP,3524204,Jaborandi,723325.13
SP,3524303,Jaboticabal,44239485.63
SP,3524402,Jacareí,75919030.23
SP,3524501,Jaci,617354.12
SP,3524600,Jacupiranga,2193690.98
SP,3524709,Jaguariúna,20927689.61
SP,3524808,Jales,19030215.41
SP,3524907,Jambeiro,1444662.35
SP,3525003,Jandira,55367912.1
SP,3525102,Jardinópolis,7282589.93
SP,3525201,Jarinu,26153230.49
SP,3525300,Jaú,63726473.44
SP,3525409,Jeriquara,274332.67
SP,3525508,Joanópolis,6268155.85
SP,3525607,João Ramalho,196850.3
SP,3525706,José Bonifácio,10770804.5
SP,3525805,Júlio Mesquita,339653.87
SP,3525854,Jumirim,564032.34
SP,3525904,Jundiaí,228479356.73
SP,3526001,Junqueirópolis,4458629.67
SP,3526100,Juquiá,1404529.85
SP,3526209,Juquitiba,5718419.97
SP,3526308,Lagoinha,405042.23
SP,3526407,Laranjal Paulista,6451666.65
SP,3526506,Lavínia,487995.6
SP,3526605,Lavrinhas,656698.84
SP,3526704,Leme,73056191.05
SP,3526803,Lençóis Paulista,13337723.8
SP,3526902,Limeira,132461478.68
SP,3527009,Lindóia,3769776.55
SP,3527108,Lins,14618629.51
SP,3527207,Lorena,26610474.79
SP,3527256,Lourdes,316461.37
SP,3527306,Louveira,24250839.06
SP,3527405,Lucélia,4304471.95
SP,3527504,Lucianópolis,49043.66
SP,3527603,Luís Antônio,989152.39
SP,3527702,Luiziânia,352642.24
SP,3527801,Lupércio,235438.42
SP,3527900,Lutécia,29279.97
SP,3528007,Macatuba,566901.73
SP,3528106,Macaubal,2074678.28
SP,3528205,Macedônia,59636.65
SP,3528304,Magda,772403.64
SP,3528403,Mairinque,10670195.34
SP,3528502,Mairiporã,53580389.6
SP,3528601,Manduri,2439307.28
SP,3528700,Marabá Paulista,104040.67
SP,3528809,Maracaí,1135411.69
SP,3528858,Marapoama,500025.79
SP,3528908,Mariápolis,195346.74
SP,3529005,Marília,110681078.51
SP,3529104,Marinópolis,127647.31
SP,3529203,Martinópolis,3647574.84
SP,3529302,Matão,21374526.36
SP,3529401,Mauá,140107404.44
SP,3529500,Mendonça,1618638.01
SP,3529609,Meridiano,354616.14
SP,3529658,Mesópolis,76359.62
SP,3529708,Miguelópolis,2692879.66
SP,3529807,Mineiros do Tietê,3315849.43
SP,3529906,Miracatu,1537616.65
SP,3530003,Mira Estrela,189819.08
SP,3530102,Mirandópolis,4093955.35
SP,3530201,Mirante do Paranapanema,869550.12
SP,3530300,Mirassol,48552733.32
SP,3530409,Mirassolândia,91268.49
SP,3530508,Mococa,25787702.25
SP,3530607,Moji das Cruzes,257171913.37
SP,3530706,Mogi Guaçu,25423331.7
SP,3530805,Moji-Mirim,52810525.44
SP,3530904,Mombuca,650698.86
SP,3531001,Monções,404510.96
SP,3531100,Mongaguá,75724033.69
SP,3531209,Monte Alegre do Sul,4100762.71
SP,3531308,Monte Alto,23057751.36
SP,3531407,Monte Aprazível,3081160.55
SP,3531506,Monte Azul Paulista,8219487.56
SP,3531605,Monte Castelo,348928.19
SP,3531704,Monteiro Lobato,353959.44
SP,3531803,Monte Mor,23591115.87
SP,3531902,Morro Agudo,4207947.35
SP,3532009,Morungaba,1833251.95
SP,3532058,Motuca,311382.59
SP,3532108,Murutinga do Sul,375600.45
SP,3532157,Nantes,392992.63
SP,3532207,Narandiba,322434.88
SP,3532306,Natividade da Serra,381738.5
SP,3532405,Nazaré Paulista,5526357.74
SP,3532504,Neves Paulista,2147003.56
SP,3532603,Nhandeara,4133907.61
SP,3532702,Nipoã,122042.52
SP,3532801,Nova Aliança,1381074.55
SP,3532827,Nova Campina,480623.23
SP,3532843,Nova Canaã Paulista,121520.68
SP,3532868,Nova Castilho,47859.28
SP,3532900,Nova Europa,1788289.98
SP,3533007,Nova Granada,2199775.34
SP,3533106,Nova Guataporanga,219912.65
SP,3533205,Nova Independência,490660.15
SP,3533254,Novais,386371.19
SP,3533304,Nova Luzitânia,309078.5
SP,3533403,Nova Odessa,37659064.08
SP,3533502,Novo Horizonte,11193369.64
SP,3533601,Nuporanga,1833961.62
SP,3533700,Ocauçu,282327.75
SP,3533809,Óleo,203913.33
SP,3533908,Olímpia,21200038.96
SP,3534005,Onda Verde,317870.56
SP,3534104,Oriente,598362.85
SP,3534203,Orindiúva,398503.03
SP,3534302,Orlândia,16349866.35
SP,3534401,Osasco,432685568.68
SP,3534500,Oscar Bressane,340342.51
SP,3534609,Osvaldo Cruz,8490193.15
SP,3534708,Ourinhos,50138439.79
SP,3534757,Ouroeste,1268796.78
SP,3534807,Ouro Verde,741980.85
SP,3534906,Pacaembu,1992863.51
SP,3535002,Palestina,1840943.02
SP,3535101,Palmares Paulista,331514.04
SP,3535200,Palmeira d'Oeste,1009187.91
SP,3535309,Palmital,11097083.41
SP,3535408,Panorama,3490538.21
SP,3535507,Paraguaçu Paulista,11872800.08
SP,3535606,Paraibuna,2836360.8
SP,3535705,Paraíso,945455.63
SP,3535804,Paranapanema,8140688.08
SP,3535903,Paranapuã,100307.01
SP,3536000,Parapuã,1361999.23
SP,3536109,Pardinho,4360806.4
SP,3536208,Pariquera-Açu,3052449.7
SP,3536257,Parisi,326441.74
SP,3536307,Patrocínio Paulista,3036400.28
SP,3536406,Paulicéia,4921756.92
SP,3536505,Paulínia,19297626.43
SP,3536570,Paulistânia,58899.96
SP,3536604,Paulo de Faria,651713.84
SP,3536703,Pederneiras,8768984.01
SP,3536802,Pedra Bela,742233.34
SP,3536901,Pedranópolis,256369.7
SP,3537008,Pedregulho,830173.51
SP,3537107,Pedreira,23217807.27
SP,3537156,Pedrinhas Paulista,525233.19
SP,3537206,Pedro de Toledo,2619997.88
SP,3537305,Penápolis,20572200
SP,3537404,Pereira Barreto,2125911.1
SP,3537503,Pereiras,901845.88
SP,3537602,Peruíbe,72902618.69
SP,3537701,Piacatu,825163.87
SP,3537800,Piedade,11083129.78
SP,3537909,Pilar do Sul,5784042.17
SP,3538006,Pindamonhangaba,43477597.66
SP,3538105,Pindorama,5269074.24
SP,3538204,Pinhalzinho,3631428.34
SP,3538303,Piquerobi,148349.2
SP,3538501,Piquete,1324355.45
SP,3538600,Piracaia,17511545.9
SP,3538709,Piracicaba,195678535.47
SP,3538808,Piraju,9413544.91
SP,3538907,Pirajuí,2960802.12
SP,3539004,Pirangi,1612225.72
SP,3539103,Pirapora do Bom Jesus,4973216.46
SP,3539202,Pirapozinho,3350625.91
SP,3539301,Pirassununga,21176802.25
SP,3539400,Piratininga,5885981.95
SP,3539509,Pitangueiras,6417971.29
SP,3539608,Planalto,858610.27
SP,3539707,Platina,537237.48
SP,3539806,Poá,30974427.76
SP,3539905,Poloni,962242.34
SP,3540002,Pompéia,4583642.25
SP,3540101,Pongaí,266526.45
SP,3540200,Pontal,4689559.22
SP,3540259,Pontalinda,120765.17
SP,3540309,Pontes Gestal,255966.21
SP,3540408,Populina,153451.25
SP,3540507,Porangaba,4083934.33
SP,3540606,Porto Feliz,49360163.44
SP,3540705,Porto Ferreira,19465999.87
SP,3540754,Potim,2740152.23
SP,3540804,Potirendaba,3752306.49
SP,3540853,Pracinha,162788.68
SP,3540903,Pradópolis,2900403.25
SP,3541000,Praia Grande,535294205.68
SP,3541059,Pratânia,493506.31
SP,3541109,Presidente Alves,166284.4
SP,3541208,Presidente Bernardes,3402258.22
SP,3541307,Presidente Epitácio,5635195.54
SP,3541406,Presidente Prudente,71984456.58
SP,3541505,Presidente Venceslau,8020187.89
SP,3541604,Promissão,6583130.36
SP,3541653,Quadra,648572.83
SP,3541703,Quatá,839640.8
SP,3541802,Queiroz,39420.65
SP,3541901,Queluz,778535.13
SP,3542008,Quintana,672448.51
SP,3542107,Rafard,2122709.4
SP,3542206,Rancharia,5715670.77
SP,3542305,Redenção da Serra,228228.89
SP,3542404,Regente Feijó,13388159.39
SP,3542503,Reginópolis,1829692.77
SP,3542602,Registro,21451656.34
SP,3542701,Restinga,395514.37
SP,3542800,Ribeira,56471.32
SP,3542909,Ribeirão Bonito,717822.42
SP,3543006,Ribeirão Branco,467464.74
SP,3543105,Ribeirão Corrente,945735.02
SP,3543204,Ribeirão do Sul,480087.11
SP,3543238,Ribeirão dos Índios,132047.58
SP,3543253,Ribeirão Grande,417474.87
SP,3543303,Ribeirão Pires,57836055.07
SP,3543402,Ribeirão Preto,496714225.32
SP,3543501,Riversul,378150.74
SP,3543600,Rifaina,2350105.73
SP,3543709,Rincão,1197787.36
SP,3543808,Rinópolis,1101262.63
SP,3543907,Rio Claro,105329667.28
SP,3544004,Rio das Pedras,9556998
SP,3544103,Rio Grande da Serra,6244591.18
SP,3544202,Riolândia,659002.23
SP,3544251,Rosana,2851233.42
SP,3544301,Roseira,2085730.18
SP,3544400,Rubiácea,194472.28
SP,3544509,Rubinéia,1911537.53
SP,3544608,Sabino,1071154.94
SP,3544707,Sagres,168578.21
SP,3544806,Sales,3140919.93
SP,3544905,Sales Oliveira,3971283.63
SP,3545001,Salesópolis,1299701.52
SP,3545100,Salmourão,190985.11
SP,3545159,Saltinho,2147264.23
SP,3545209,Salto,71704979.7
SP,3545308,Salto de Pirapora,12289254.02
SP,3545407,Salto Grande,1795506.87
SP,3545506,Sandovalina,1228663.82
SP,3545605,Santa Adélia,2800705.61
SP,3545704,Santa Albertina,747294.8
SP,3545803,Santa Bárbara d'Oeste,76718085.95
SP,3546009,Santa Branca,4929386.1
SP,3546108,Santa Clara d'Oeste,402604.6
SP,3546207,Santa Cruz da Conceição,2079115.18
SP,3546256,Santa Cruz da Esperança,129608.02
SP,3546306,Santa Cruz das Palmeiras,7969624.83
SP,3546405,Santa Cruz do Rio Pardo,14097123.22
SP,3546504,Santa Ernestina,738174.09
SP,3546603,Santa Fé do Sul,17111765.43
SP,3546702,Santa Gertrudes,12811684.07
SP,3546801,Santa Isabel,19030808.59
SP,3546900,Santa Lúcia,622865.15
SP,3547007,Santa Maria da Serra,648192.63
SP,3547106,Santa Mercedes,306201.62
SP,3547205,Santana da Ponte Pensa,103189.97
SP,3547304,Santana de Parnaíba,142940165.42
SP,3547403,Santa Rita d'Oeste,184597.1
SP,3547502,Santa Rita do Passa Quatro,6972290.94
SP,3547601,Santa Rosa de Viterbo,9230011.6
SP,3547650,Santa Salete,77321.39
SP,3547700,Santo Anastácio,4946634.25
SP,3547809,Santo André,409377801.61
SP,3547908,Santo Antônio da Alegria,1135998.29
SP,3548005,Santo Antônio de Posse,8525498.18
SP,3548054,Santo Antônio do Aracanguá,1840877.47
SP,3548104,Santo Antônio do Jardim,862131.64
SP,3548203,Santo Antônio do Pinhal,2307888.62
SP,3548302,Santo Expedito,89940.17
SP,3548401,Santópolis do Aguapeí,387382.52
SP,3548500,Santos,617893272.28
SP,3548609,São Bento do Sapucaí,2989983.85
SP,3548708,São Bernardo do Campo,541135098.72
SP,3548807,São Caetano do Sul,210852549.77
SP,3548906,São Carlos,157036469.37
SP,3549003,São Francisco,179986.5
SP,3549102,São João da Boa Vista,41378533.78
SP,3549201,São João das Duas Pontes,144293.15
SP,3549250,São João de Iracema,217543.53
SP,3549300,São João do Pau d'Alho,248706.07
SP,3549409,São Joaquim da Barra,16735581.63
SP,3549508,São José da Bela Vista,670608.72
SP,3549607,São José do Barreiro,243933.04
SP,3549706,São José do Rio Pardo,12345523.89
SP,3549805,São José do Rio Preto,312793954.2
SP,3549904,São José dos Campos,340191491.64
SP,3549953,São Lourenço da Serra,4354010.54
SP,3550001,São Luís do Paraitinga,1634702.18
SP,3550100,São Manuel,10044290.28
SP,3550209,São Miguel Arcanjo,3670655.15
SP,3550308,São Paulo,14451490842.17
SP,3550407,São Pedro,20284884.59
SP,3550506,São Pedro do Turvo,792307.97
SP,3550605,São Roque,37800055.64
SP,3550704,São Sebastião,301186384.3
SP,3550803,São Sebastião da Grama,2883091.12
SP,3550902,São Simão,4425277
SP,3551009,São Vicente,224215889.58
SP,3551108,Sarapuí,1705458.2
SP,3551207,Sarutaiá,279004.46
SP,3551306,Sebastianópolis do Sul,212726.18
SP,3551405,Serra Azul,1150680.71
SP,3551504,Serrana,8967208.48
SP,3551603,Serra Negra,28166066.13
SP,3551702,Sertãozinho,54650360.91
SP,3551801,Sete Barras,831655.26
SP,3551900,Severínia,1210209.22
SP,3552007,Silveiras,523926.73
SP,3552106,Socorro,22842406.11
SP,3552205,Sorocaba,240698132.37
SP,3552304,Sud Mennucci,604605.69
SP,3552403,Sumaré,93266063.4
SP,3552502,Suzano,149213710.25
SP,3552551,Suzanápolis,210946.66
SP,3552601,Tabapuã,2096418.67
SP,3552700,Tabatinga,1026970.09
SP,3552809,Taboão da Serra,105508013.64
SP,3552908,Taciba,204312.03
SP,3553005,Taguaí,2420375.4
SP,3553104,Taiaçu,1534857.42
SP,3553203,Taiúva,819491.93
SP,3553302,Tambaú,9701131.8
SP,3553401,Tanabi,4010985.06
SP,3553500,Tapiraí,940680.04
SP,3553609,Tapiratiba,1062649.1
SP,3553658,Taquaral,129280.25
SP,3553708,Taquaritinga,19305699.21
SP,3553807,Taquarituba,5876830.29
SP,3553856,Taquarivaí,260311.16
SP,3553906,Tarabai,994912.34
SP,3553955,Tarumã,3319197.36
SP,3554003,Tatuí,54071721.94
SP,3554102,Taubaté,130312535.74
SP,3554201,Tejupá,181193.44
SP,3554300,Teodoro Sampaio,3222380.94
SP,3554409,Terra Roxa,1036458.16
SP,3554508,Tietê,16561822.68
SP,3554607,Timburi,241505.13
SP,3554656,Torre de Pedra,200827
SP,3554706,Torrinha,1897792.99
SP,3554755,Trabiju,96517.93
SP,3554805,Tremembé,37419566.87
SP,3554904,Três Fronteiras,2370941.49
SP,3554953,Tuiuti,605693.86
SP,3555000,Tupã,25748879.59
SP,3555109,Tupi Paulista,3584798.33
SP,3555208,Turiúba,131474.7
SP,3555307,Turmalina,75404.33
SP,3555356,Ubarana,481469.41
SP,3555406,Ubatuba,112009318.19
SP,3555505,Ubirajara,249483.14
SP,3555604,Uchoa,1561451.41
SP,3555703,União Paulista,65614.76
SP,3555802,Urânia,1209858.58
SP,3555901,Uru,64528.08
SP,3556008,Urupês,3109754.09
SP,3556107,Valentim Gentil,2758372.81
SP,3556206,Valinhos,106258421.4
SP,3556305,Valparaíso,2254228.61
SP,3556354,Vargem,1443072.55
SP,3556404,Vargem Grande do Sul,16472497.34
SP,3556453,Vargem Grande Paulista,31206520.68
SP,3556503,Várzea Paulista,25474625.18
SP,3556602,Vera Cruz,2453740.58
SP,3556701,Vinhedo,54703738.64
SP,3556800,Viradouro,3045791.03
SP,3556909,Vista Alegre do Alto,1210025.3
SP,3556958,Vitória Brasil,70278.8
SP,3557006,Votorantim,68157959.32
SP,3557105,Votuporanga,48067447.19
SP,3557154,Zacarias,594871.22
SP,3557204,Chavantes,1971033.1
SP,3557303,Estiva Gerbi,4002427.49
SP,3599919,Santo Amaro,
TO,1700251,Abreulândia,62798.88
TO,1700301,Aguiarnópolis,42124.01
TO,1700350,Aliança do Tocantins,69993.77
TO,1700400,Almas,63537.81
TO,1700707,Alvorada,
TO,1701002,Ananás,123569.26
TO,1701051,Angico,21371.01
TO,1701101,Aparecida do Rio Negro,1020
TO,1701309,Aragominas,17494.16
TO,1701903,Araguacema,73657.81
TO,1702000,Araguaçu,160194.5
TO,1702109,Araguaína,65402568.77
TO,1702158,Araguanã,105797.04
TO,1702208,Araguatins,422121.07
TO,1702307,Arapoema,85302.49
TO,1702406,Arraias,93144.39
TO,1702554,Augustinópolis,250367.29
TO,1702703,Aurora do Tocantins,43947.88
TO,1702901,Axixá do Tocantins,7167.19
TO,1703008,Babaçulândia,74802.71
TO,1703057,Bandeirantes do Tocantins,125002.95
TO,1703073,Barra do Ouro,
TO,1703107,Barrolândia,109105.52
TO,1703206,Bernardo Sayão,72121.11
TO,1703305,Bom Jesus do Tocantins,13901.75
TO,1703602,Brasilândia do Tocantins,13897.76
TO,1703701,Brejinho de Nazaré,73314
TO,1703800,Buriti do Tocantins,12000
TO,1703826,Cachoeirinha,972.56
TO,1703842,Campos Lindos,
TO,1703867,Cariri do Tocantins,-131415.61
TO,1703883,Carmolândia,
TO,1703891,Carrasco Bonito,12406.84
TO,1703909,Caseara,99045.79
TO,1704105,Centenário,144034.8
TO,1704600,Chapada de Areia,13386
TO,1705102,Chapada da Natividade,60
TO,1705508,Colinas do Tocantins,2138203.46
TO,1705557,Combinado,80416.25
TO,1705607,Conceição do Tocantins,74579.6
TO,1706001,Couto de Magalhães,124594.35
TO,1706100,Cristalândia,72101.99
TO,1706258,Crixás do Tocantins,441.09
TO,1706506,Darcinópolis,18602.6
TO,1707009,Dianópolis,1364396.1
TO,1707108,Divinópolis do Tocantins,78889.49
TO,1707207,Dois Irmãos do Tocantins,82680.72
TO,1707306,Dueré,62697.29
TO,1707405,Esperantina,10481.28
TO,1707553,Fátima,58870.17
TO,1707652,Figueirópolis,114240.79
TO,1707702,Filadélfia,29232.52
TO,1708205,Formoso do Araguaia,570217.34
TO,1708254,Fortaleza do Tabocão,134412.31
TO,1708304,Goianorte,30583.84
TO,1709005,Goiatins,34421.41
TO,1709302,Guaraí,3898657.79
TO,1709500,Gurupi,10135813.29
TO,1709807,Ipueiras,106.5
TO,1710508,Itacajá,110784.16
TO,1710706,Itaguatins,
TO,1710904,Itapiratins,90745.42
TO,1711100,Itaporã do Tocantins,3857.93
TO,1711506,Jaú do Tocantins,73301.69
TO,1711803,Juarina,34129.25
TO,1711902,Lagoa da Confusão,942662.01
TO,1711951,Lagoa do Tocantins,
TO,1712009,Lajeado,34025.1
TO,1712157,Lavandeira,21056.65
TO,1712405,Lizarda,835.86
TO,1712454,Luzinópolis,4127.04
TO,1712504,Marianópolis do Tocantins,27810.63
TO,1712702,Mateiros,36835.53
TO,1712801,Maurilândia do Tocantins,21.42
TO,1713205,Miracema do Tocantins,113996.99
TO,1713304,Miranorte,460554.86
TO,1713601,Monte do Carmo,79618.48
TO,1713700,Monte Santo do Tocantins,3183
TO,1713809,Palmeiras do Tocantins,8392.31
TO,1713957,Muricilândia,2576.24
TO,1714203,Natividade,56543.91
TO,1714302,Nazaré,23767.75
TO,1714880,Nova Olinda,197055.48
TO,1715002,Nova Rosalândia,24677.71
TO,1715101,Novo Acordo,157572.16
TO,1715150,Novo Alegre,12130.12
TO,1715259,Novo Jardim,
TO,1715507,Oliveira de Fátima,11562.14
TO,1715705,Palmeirante,2602.3
TO,1715754,Palmeirópolis,295619.74
TO,1716109,Paraíso do Tocantins,4238910.03
TO,1716208,Paranã,157133.02
TO,1716307,Pau D'Arco,24914.83
TO,1716505,Pedro Afonso,1261902.06
TO,1716604,Peixe,164369.52
TO,1716653,Pequizeiro,110772.84
TO,1716703,Colméia,381757.69
TO,1717008,Pindorama do Tocantins,41446.92
TO,1717206,Piraquê,
TO,1717503,Pium,78936.25
TO,1717800,Ponte Alta do Bom Jesus,
TO,1717909,Ponte Alta do Tocantins,97036.7
TO,1718006,Porto Alegre do Tocantins,2598.81
TO,1718204,Porto Nacional,17764701.71
TO,1718303,Praia Norte,53958.17
TO,1718402,Presidente Kennedy,48890.46
TO,1718451,Pugmil,81119.69
TO,1718501,Recursolândia,1539
TO,1718550,Riachinho,26850.6
TO,1718659,Rio da Conceição,12281.28
TO,1718709,Rio dos Bois,
TO,1718758,Rio Sono,10143.65
TO,1718808,Sampaio,9406.59
TO,1718840,Sandolândia,201986.2
TO,1718865,Santa Fé do Araguaia,58498.77
TO,1718881,Santa Maria do Tocantins,104.74
TO,1718899,Santa Rita do Tocantins,47509.39
TO,1718907,Santa Rosa do Tocantins,12562.53
TO,1719004,Santa Tereza do Tocantins,4705.12
TO,1720002,Santa Terezinha do Tocantins,36326.73
TO,1720101,São Bento do Tocantins,1744.93
TO,1720150,São Félix do Tocantins,65.88
